10490001046	10490000946	10490000446	10070000602	10070000602	10070000602	10010100001	10100100214	10140001021	10140001021	10140001321	10140001321	10140001321	10140001321	10140001321	10140001021	10140001021	10140001021	10140001021	10140001021	10140001021	10140001021	10100000014	10290000025	10290000725	10290001225	10140001021	10140001321
10490000246	10170000003	10490000746	10070000602	10070000602	10010100001	10100100214	10140000021	10140001021	10140001321	10140001321	10140001021	10140001021	10140001021	10140001021	10140001021	10140000021	10140000021	10140000021	10140001021	10140001021	10140001021	10140001021	10140000421	10140001121	10140001221	10140001021	10140001321
10070000902	10070000602	10070001402	10070000602	10070000602	10100100214	10140000021	10140000021	10140000021	10140000021	10140000021	10140000021	10100100114	10100100014	10140000021	10140000021	10140000021	10140000021	10140000021	10140000021	10140000021	10140001021	10140001021	10140001021	10140001021	10140001321	10140001321	10140001321
10290000225	10070001802	10070000602	10070000602	10010100001	10100100014	10140000021	10140000021	10140000021	10290000325	10290000725	10290000725	10290000125	10070001302	10100100014	10140000821	10140000721	10140000821	10290000025	10290000725	10290000225	10140000021	10140001021	10140001021	10140001321	10140001321	10140001321	10140001321
10290000925	10070000002	10070000602	10070000602	10010100001	10100100214	10140000021	10140000021	10140000021	10290000925	10490001046	10490000946	10490000446	10070000602	10010100001	10010100001	10010100001	10070001902	10410100157	10410100157	10290000925	10140000021	10140001021	10140001321	10140001321	10140001321	10140001321	10140001321
10290000925	10070000002	10070002002	10070000602	10010100001	10140000321	10140000021	10140000021	10140000021	10290000925	10490000246	10170000003	10490000746	10070000602	10070000602	10070000602	10070000602	10070000702	10250000223	10410100257	10290000925	10140000021	10140001021	10140001321	10140001321	10140001321	10140001321	10140001321
10290000925	10070000002	10070000602	10070000602	10100100214	10140000021	10140000021	10140000021	10140000021	10290000925	10070001602	10070000602	10070001402	10070000602	10070000602	10070000602	10070000602	10070002102	10250000323	10250000223	10290000925	10140001021	10140001021	10140001021	10140001321	10140001321	10140001321	10140001321
10290000925	10070000002	10070000602	10010100001	10140000221	10140000021	10140000021	10140000021	10140000021	10290000025	10290000725	10290000725	10290000225	10070001802	10070000602	10070002002	10070000602	10070002102	10250000323	10250000323	10290000925	10140000021	10140000021	10140001021	10140001021	10140001321	10140001321	10140001321
10290000925	10070000002	10070000602	10010100001	10100100014	10140000021	10140000021	10140000021	10140000021	10140000421	10140001221	10140000421	10290000925	10070000002	10070000602	10070000602	10070000602	10070002102	10250000323	10250000323	10290000025	10290000725	10290000725	10290000225	10140001021	10140001021	10140001321	10140001321
10290001225	10070000502	10070000602	10070002102	10290001125	10290000725	10290000525	10290000725	10290000525	10290000725	10290000525	10290000725	10290000525	10070000502	10070000602	10070000602	10070001502	10070000602	10070001702	10250000023	10250000323	10450000061	10410100157	10290001025	10140001021	10140001021	10140001321	10140001321
10070001002	10070002002	10070000602	10070002002	10070001402	10070001002	10070001002	10070001402	10070001002	10070001402	10070001002	10070001002	10070001002	10070000602	10070002002	10070002202	10020000012	10070002302	10070002102	10250000323	10250000023	10250000323	10250000223	10290000625	10140001021	10140001321	10140001321	10140001321
10070002002	10070000602	10070000602	10070000602	10070002502	10070000202	10070001502	10070001502	10070001502	10070002502	10070000202	10070002002	10070002002	10070000602	10070000702	10020000112	10010000001	10070002302	10070000602	10250000323	10250000023	10250000323	10250000323	10290000625	10140001021	10140001321	10140001321	10140001321
10070000602	10070000602	10070000602	10070002102	10290000425	10290000725	10290000525	10290000725	10290000525	10290000725	10290000525	10290000725	10290000825	10070001802	10070000602	10070001402	10070001402	10070002002	10070002102	10250000023	10250000323	10250000323	10410100157	10290000625	10140001021	10140001321	10140001321	10140001321
10070000602	10070002002	10070000602	10070000702	10290000925	10140001321	10140001021	10140001321	10140001021	10140001021	10140001321	10140001021	10290000925	10070000002	10070002002	10070000602	10070002002	10070000602	10070000702	10250000323	10250000023	10450000061	10250000223	10290000925	10140001021	10140001021	10140001321	10140001321
