cell_code	relative_png
01060100038	assets/theme_001_chapters_01/class_06_cliff/subclass_001/orientation_000.png
01060200038	assets/theme_001_chapters_01/class_06_cliff/subclass_002/orientation_000.png
01060200138	assets/theme_001_chapters_01/class_06_cliff/subclass_002/orientation_001.png
01060200238	assets/theme_001_chapters_01/class_06_cliff/subclass_002/orientation_002.png
01060200338	assets/theme_001_chapters_01/class_06_cliff/subclass_002/orientation_003.png
01060200438	assets/theme_001_chapters_01/class_06_cliff/subclass_002/orientation_004.png
01060200538	assets/theme_001_chapters_01/class_06_cliff/subclass_002/orientation_005.png
01060200638	assets/theme_001_chapters_01/class_06_cliff/subclass_002/orientation_006.png
01060300038	assets/theme_001_chapters_01/class_06_cliff/subclass_003/orientation_000.png
01060300138	assets/theme_001_chapters_01/class_06_cliff/subclass_003/orientation_001.png
01060300238	assets/theme_001_chapters_01/class_06_cliff/subclass_003/orientation_002.png
01060300338	assets/theme_001_chapters_01/class_06_cliff/subclass_003/orientation_003.png
01060400038	assets/theme_001_chapters_01/class_06_cliff/subclass_004/orientation_000.png
01060500038	assets/theme_001_chapters_01/class_06_cliff/subclass_005/orientation_000.png
01060500138	assets/theme_001_chapters_01/class_06_cliff/subclass_005/orientation_001.png
01130000022	assets/theme_001_chapters_01/class_13_lake/subclass_000/orientation_000.png
01130000122	assets/theme_001_chapters_01/class_13_lake/subclass_000/orientation_001.png
01130000222	assets/theme_001_chapters_01/class_13_lake/subclass_000/orientation_002.png
01130000322	assets/theme_001_chapters_01/class_13_lake/subclass_000/orientation_003.png
01130000422	assets/theme_001_chapters_01/class_13_lake/subclass_000/orientation_004.png
01130000522	assets/theme_001_chapters_01/class_13_lake/subclass_000/orientation_005.png
01130000622	assets/theme_001_chapters_01/class_13_lake/subclass_000/orientation_006.png
01160000010	assets/theme_001_chapters_01/class_16_fort/subclass_000/orientation_000.png
01180000005	assets/theme_001_chapters_01/class_18_house/subclass_000/orientation_000.png
01280000035	assets/theme_001_chapters_01/class_28_gate/subclass_000/orientation_000.png
01490000044	assets/theme_001_chapters_01/class_49_dashdash/subclass_000/orientation_000.png
01490000144	assets/theme_001_chapters_01/class_49_dashdash/subclass_000/orientation_001.png
01490000244	assets/theme_001_chapters_01/class_49_dashdash/subclass_000/orientation_002.png
01490000344	assets/theme_001_chapters_01/class_49_dashdash/subclass_000/orientation_003.png
01490000444	assets/theme_001_chapters_01/class_49_dashdash/subclass_000/orientation_004.png
01490000544	assets/theme_001_chapters_01/class_49_dashdash/subclass_000/orientation_005.png
01490000644	assets/theme_001_chapters_01/class_49_dashdash/subclass_000/orientation_006.png
01490000744	assets/theme_001_chapters_01/class_49_dashdash/subclass_000/orientation_007.png
02010000001	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_000.png
02010000101	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_001.png
02010000201	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_002.png
02010000301	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_003.png
02010000401	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_004.png
02010000501	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_005.png
02010000601	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_006.png
02010000701	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_007.png
02010000801	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_008.png
02010000901	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_009.png
02010001001	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_010.png
02010001101	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_011.png
02010001201	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_012.png
02010001301	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_013.png
02010001401	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_014.png
02010001501	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_015.png
02010001601	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_016.png
02010001701	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_017.png
02010001801	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_018.png
02010001901	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_019.png
02010002001	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_020.png
02010002101	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_021.png
02010002201	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_022.png
02010002301	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_023.png
02010002401	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_024.png
02010002501	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_025.png
02010002601	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_026.png
02010002701	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_027.png
02010002801	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_028.png
02010002901	assets/theme_002_chapters_02/class_01_plain/subclass_000/orientation_029.png
02010100001	assets/theme_002_chapters_02/class_01_plain/subclass_001/orientation_000.png
02020000012	assets/theme_002_chapters_02/class_02_forest/subclass_000/orientation_000.png
02020000112	assets/theme_002_chapters_02/class_02_forest/subclass_000/orientation_001.png
02020000212	assets/theme_002_chapters_02/class_02_forest/subclass_000/orientation_002.png
02020000312	assets/theme_002_chapters_02/class_02_forest/subclass_000/orientation_003.png
02020000412	assets/theme_002_chapters_02/class_02_forest/subclass_000/orientation_004.png
02020000512	assets/theme_002_chapters_02/class_02_forest/subclass_000/orientation_005.png
02020000612	assets/theme_002_chapters_02/class_02_forest/subclass_000/orientation_006.png
02020000712	assets/theme_002_chapters_02/class_02_forest/subclass_000/orientation_007.png
02020000812	assets/theme_002_chapters_02/class_02_forest/subclass_000/orientation_008.png
02040000018	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_000.png
02040000118	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_001.png
02040000218	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_002.png
02040000318	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_003.png
02040000418	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_004.png
02040000518	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_005.png
02040000618	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_006.png
02040000718	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_007.png
02040000818	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_008.png
02040000918	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_009.png
02040001018	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_010.png
02040001118	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_011.png
02040001218	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_012.png
02040001318	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_013.png
02040001418	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_014.png
02040001518	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_015.png
02040001618	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_016.png
02040001718	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_017.png
02040001818	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_018.png
02040001918	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_019.png
02040002018	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_020.png
02040002118	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_021.png
02040002218	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_022.png
02040002318	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_023.png
02040002418	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_024.png
02040002518	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_025.png
02040002618	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_026.png
02040002718	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_027.png
02040002818	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_028.png
02040002918	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_029.png
02040003018	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_030.png
02040003118	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_031.png
02040003218	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_032.png
02040003318	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_033.png
02040003418	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_034.png
02040003518	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_035.png
02040003618	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_036.png
02040003718	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_037.png
02040003818	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_038.png
02040003918	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_039.png
02040004018	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_040.png
02040004118	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_041.png
02040004218	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_042.png
02040004318	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_043.png
02040004418	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_044.png
02040004518	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_045.png
02040004618	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_046.png
02040004718	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_047.png
02040004818	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_048.png
02040004918	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_049.png
02040005018	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_050.png
02040005118	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_051.png
02040005218	assets/theme_002_chapters_02/class_04_peak/subclass_000/orientation_052.png
02160000010	assets/theme_002_chapters_02/class_16_fort/subclass_000/orientation_000.png
02170000003	assets/theme_002_chapters_02/class_17_village/subclass_000/orientation_000.png
02190000006	assets/theme_002_chapters_02/class_19_armory/subclass_000/orientation_000.png
02380000003	assets/theme_002_chapters_02/class_38_ruins/subclass_000/orientation_000.png
02380000146	assets/theme_002_chapters_02/class_38_ruins/subclass_000/orientation_001.png
02380000246	assets/theme_002_chapters_02/class_38_ruins/subclass_000/orientation_002.png
02380000346	assets/theme_002_chapters_02/class_38_ruins/subclass_000/orientation_003.png
02380000446	assets/theme_002_chapters_02/class_38_ruins/subclass_000/orientation_004.png
02380000546	assets/theme_002_chapters_02/class_38_ruins/subclass_000/orientation_005.png
02380000646	assets/theme_002_chapters_02/class_38_ruins/subclass_000/orientation_006.png
02380000746	assets/theme_002_chapters_02/class_38_ruins/subclass_000/orientation_007.png
02380000846	assets/theme_002_chapters_02/class_38_ruins/subclass_000/orientation_008.png
02490000046	assets/theme_002_chapters_02/class_49_dashdash/subclass_000/orientation_000.png
02490000146	assets/theme_002_chapters_02/class_49_dashdash/subclass_000/orientation_001.png
02490000246	assets/theme_002_chapters_02/class_49_dashdash/subclass_000/orientation_002.png
02490000346	assets/theme_002_chapters_02/class_49_dashdash/subclass_000/orientation_003.png
02490000446	assets/theme_002_chapters_02/class_49_dashdash/subclass_000/orientation_004.png
02490000546	assets/theme_002_chapters_02/class_49_dashdash/subclass_000/orientation_005.png
02490000646	assets/theme_002_chapters_02/class_49_dashdash/subclass_000/orientation_006.png
02490000746	assets/theme_002_chapters_02/class_49_dashdash/subclass_000/orientation_007.png
03010000001	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_000.png
03010000101	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_001.png
03010000201	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_002.png
03010000301	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_003.png
03010000401	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_004.png
03010000501	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_005.png
03010000601	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_006.png
03010000701	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_007.png
03010000801	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_008.png
03010000901	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_009.png
03010001001	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_010.png
03010001101	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_011.png
03010001201	assets/theme_003_chapters_03/class_01_plain/subclass_000/orientation_012.png
03020000012	assets/theme_003_chapters_03/class_02_forest/subclass_000/orientation_000.png
03070000002	assets/theme_003_chapters_03/class_07_road/subclass_000/orientation_000.png
03070000102	assets/theme_003_chapters_03/class_07_road/subclass_000/orientation_001.png
03070000202	assets/theme_003_chapters_03/class_07_road/subclass_000/orientation_002.png
03070000302	assets/theme_003_chapters_03/class_07_road/subclass_000/orientation_003.png
03070000402	assets/theme_003_chapters_03/class_07_road/subclass_000/orientation_004.png
03070000502	assets/theme_003_chapters_03/class_07_road/subclass_000/orientation_005.png
03070000602	assets/theme_003_chapters_03/class_07_road/subclass_000/orientation_006.png
03070000802	assets/theme_003_chapters_03/class_07_road/subclass_000/orientation_008.png
03070000902	assets/theme_003_chapters_03/class_07_road/subclass_000/orientation_009.png
03230000026	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_000.png
03230000126	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_001.png
03230000226	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_002.png
03230000326	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_003.png
03230000426	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_004.png
03230000526	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_005.png
03230000626	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_006.png
03230000726	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_007.png
03230000826	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_008.png
03230000926	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_009.png
03230001026	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_010.png
03230001126	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_011.png
03230001226	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_012.png
03230001326	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_013.png
03230001426	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_014.png
03230001526	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_015.png
03230001626	assets/theme_003_chapters_03/class_23_wall/subclass_000/orientation_016.png
03240000027	assets/theme_003_chapters_03/class_24_wall2/subclass_000/orientation_000.png
03250000023	assets/theme_003_chapters_03/class_25_floor/subclass_000/orientation_000.png
03250000123	assets/theme_003_chapters_03/class_25_floor/subclass_000/orientation_001.png
03250000223	assets/theme_003_chapters_03/class_25_floor/subclass_000/orientation_002.png
03250000323	assets/theme_003_chapters_03/class_25_floor/subclass_000/orientation_003.png
03250000423	assets/theme_003_chapters_03/class_25_floor/subclass_000/orientation_004.png
03250000523	assets/theme_003_chapters_03/class_25_floor/subclass_000/orientation_005.png
03250000623	assets/theme_003_chapters_03/class_25_floor/subclass_000/orientation_006.png
03250000723	assets/theme_003_chapters_03/class_25_floor/subclass_000/orientation_007.png
03250000823	assets/theme_003_chapters_03/class_25_floor/subclass_000/orientation_008.png
03250000923	assets/theme_003_chapters_03/class_25_floor/subclass_000/orientation_009.png
03250001023	assets/theme_003_chapters_03/class_25_floor/subclass_000/orientation_010.png
03250001123	assets/theme_003_chapters_03/class_25_floor/subclass_000/orientation_011.png
03260000045	assets/theme_003_chapters_03/class_26_stairs/subclass_000/orientation_000.png
03260100045	assets/theme_003_chapters_03/class_26_stairs/subclass_001/orientation_000.png
03270000030	assets/theme_003_chapters_03/class_27_door/subclass_000/orientation_000.png
03320000026	assets/theme_003_chapters_03/class_32_wall_brace/subclass_000/orientation_000.png
03340000029	assets/theme_003_chapters_03/class_34_pillar/subclass_000/orientation_000.png
03350000031	assets/theme_003_chapters_03/class_35_throne/subclass_000/orientation_000.png
03360100033	assets/theme_003_chapters_03/class_36_chest/subclass_001/orientation_000.png
03410000057	assets/theme_003_chapters_03/class_41_barrel/subclass_000/orientation_000.png
03410000157	assets/theme_003_chapters_03/class_41_barrel/subclass_000/orientation_001.png
04010000001	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_000.png
04010000101	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_001.png
04010000201	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_002.png
04010000301	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_003.png
04010000401	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_004.png
04010000501	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_005.png
04010000601	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_006.png
04010000701	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_007.png
04010000901	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_009.png
04010001001	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_010.png
04010001101	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_011.png
04010001201	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_012.png
04010001301	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_013.png
04010001401	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_014.png
04010001501	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_015.png
04010001601	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_016.png
04010001701	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_017.png
04010001801	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_018.png
04010001901	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_019.png
04010002001	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_020.png
04010002101	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_021.png
04010002201	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_022.png
04010002301	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_023.png
04010002401	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_024.png
04010002601	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_026.png
04010002701	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_027.png
04010002801	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_028.png
04010002901	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_029.png
04010003001	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_030.png
04010003101	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_031.png
04010003201	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_032.png
04010003301	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_033.png
04010003401	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_034.png
04010003501	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_035.png
04010003601	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_036.png
04010003701	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_037.png
04010003801	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_038.png
04010003901	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_039.png
04010004001	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_040.png
04010004101	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_041.png
04010004201	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_042.png
04010004301	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_043.png
04010004401	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_044.png
04010004501	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_045.png
04010004601	assets/theme_004_chapters_04/class_01_plain/subclass_000/orientation_046.png
04020000012	assets/theme_004_chapters_04/class_02_forest/subclass_000/orientation_000.png
04020000112	assets/theme_004_chapters_04/class_02_forest/subclass_000/orientation_001.png
04020000212	assets/theme_004_chapters_04/class_02_forest/subclass_000/orientation_002.png
04020000312	assets/theme_004_chapters_04/class_02_forest/subclass_000/orientation_003.png
04020000412	assets/theme_004_chapters_04/class_02_forest/subclass_000/orientation_004.png
04020000512	assets/theme_004_chapters_04/class_02_forest/subclass_000/orientation_005.png
04030000017	assets/theme_004_chapters_04/class_03_mountain/subclass_000/orientation_000.png
04030000117	assets/theme_004_chapters_04/class_03_mountain/subclass_000/orientation_001.png
04030000217	assets/theme_004_chapters_04/class_03_mountain/subclass_000/orientation_002.png
04060000038	assets/theme_004_chapters_04/class_06_cliff/subclass_000/orientation_000.png
04060000138	assets/theme_004_chapters_04/class_06_cliff/subclass_000/orientation_001.png
04060000238	assets/theme_004_chapters_04/class_06_cliff/subclass_000/orientation_002.png
04060000338	assets/theme_004_chapters_04/class_06_cliff/subclass_000/orientation_003.png
04060000438	assets/theme_004_chapters_04/class_06_cliff/subclass_000/orientation_004.png
04060000538	assets/theme_004_chapters_04/class_06_cliff/subclass_000/orientation_005.png
04060000638	assets/theme_004_chapters_04/class_06_cliff/subclass_000/orientation_006.png
04060000738	assets/theme_004_chapters_04/class_06_cliff/subclass_000/orientation_007.png
04060000838	assets/theme_004_chapters_04/class_06_cliff/subclass_000/orientation_008.png
04110000016	assets/theme_004_chapters_04/class_11_river/subclass_000/orientation_000.png
04110000116	assets/theme_004_chapters_04/class_11_river/subclass_000/orientation_001.png
04110000216	assets/theme_004_chapters_04/class_11_river/subclass_000/orientation_002.png
04110000316	assets/theme_004_chapters_04/class_11_river/subclass_000/orientation_003.png
04110000416	assets/theme_004_chapters_04/class_11_river/subclass_000/orientation_004.png
04110000516	assets/theme_004_chapters_04/class_11_river/subclass_000/orientation_005.png
04110000616	assets/theme_004_chapters_04/class_11_river/subclass_000/orientation_006.png
04110000716	assets/theme_004_chapters_04/class_11_river/subclass_000/orientation_007.png
04110000816	assets/theme_004_chapters_04/class_11_river/subclass_000/orientation_008.png
04110000916	assets/theme_004_chapters_04/class_11_river/subclass_000/orientation_009.png
04110001016	assets/theme_004_chapters_04/class_11_river/subclass_000/orientation_010.png
04110001116	assets/theme_004_chapters_04/class_11_river/subclass_000/orientation_011.png
04150100019	assets/theme_004_chapters_04/class_15_bridge/subclass_001/orientation_000.png
04150200019	assets/theme_004_chapters_04/class_15_bridge/subclass_002/orientation_000.png
04170000003	assets/theme_004_chapters_04/class_17_village/subclass_000/orientation_000.png
04400000051	assets/theme_004_chapters_04/class_40_snag/subclass_000/orientation_000.png
04490000046	assets/theme_004_chapters_04/class_49_dashdash/subclass_000/orientation_000.png
04490000146	assets/theme_004_chapters_04/class_49_dashdash/subclass_000/orientation_001.png
04490000246	assets/theme_004_chapters_04/class_49_dashdash/subclass_000/orientation_002.png
04490000346	assets/theme_004_chapters_04/class_49_dashdash/subclass_000/orientation_003.png
04490000446	assets/theme_004_chapters_04/class_49_dashdash/subclass_000/orientation_004.png
04490000546	assets/theme_004_chapters_04/class_49_dashdash/subclass_000/orientation_005.png
