visual_id	enum	asset_key	move_png	wait_png	source_motion
26	Cyclops	Cyclops	graphics/unit_icon/move/unit_icon_move_Cyclops_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Cyclops_sheet.png	unit_icon_move_Cyclops_motion
27	Dancer	Dancer	graphics/unit_icon/move/unit_icon_move_Dancer_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Dancer_sheet.png	unit_icon_move_Dancer_motion
28	Deathgoyle	Deathgoyle	graphics/unit_icon/move/unit_icon_move_Deathgoyle_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Deathgoyle_sheet.png	unit_icon_move_Deathgoyle_motion
29	DemonKing	Demon_King	graphics/unit_icon/move/unit_icon_move_Demon_King_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Demon_King_sheet.png	unit_icon_move_Demon_King_motion
30	DracoZombie	Draco_Zombie	graphics/unit_icon/move/unit_icon_move_Draco_Zombie_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Draco_Zombie_sheet.png	unit_icon_move_Draco_Zombie_motion
31	Druid	Druid	graphics/unit_icon/move/unit_icon_move_Druid_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Druid_sheet.png	unit_icon_move_Druid_motion
32	EirikaLord	Eirika_Lord	graphics/unit_icon/move/unit_icon_move_Eirika_Lord_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Eirika_Lord_sheet.png	unit_icon_move_Eirika_Lord_motion
33	EirikaMasterLord	Eirika_Master_Lord	graphics/unit_icon/move/unit_icon_move_Eirika_Master_Lord_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Eirika_Master_Lord_sheet.png	unit_icon_move_Eirika_Master_Lord_motion
34	ElderBael	Elder_Bael	graphics/unit_icon/move/unit_icon_move_Elder_Bael_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Elder_Bael_sheet.png	unit_icon_move_Elder_Bael_motion
35	Entoumbed	Entoumbed	graphics/unit_icon/move/unit_icon_move_Entoumbed_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Entoumbed_sheet.png	unit_icon_move_Entoumbed_motion
36	EphraimLord	Ephraim_Lord	graphics/unit_icon/move/unit_icon_move_Ephraim_Lord_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Ephraim_Lord_sheet.png	unit_icon_move_Ephraim_Lord_motion
37	EphraimMasterLord	Ephraim_Master_Lord	graphics/unit_icon/move/unit_icon_move_Ephraim_Master_Lord_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Ephraim_Master_Lord_sheet.png	unit_icon_move_Ephraim_Master_Lord_motion
38	FalconKnight	Falcon_Knight	graphics/unit_icon/move/unit_icon_move_Falcon_Knight_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Falcon_Knight_sheet.png	unit_icon_move_Falcon_Knight_motion
39	FallenPeer	Fallen_Peer	graphics/unit_icon/move/unit_icon_move_Fallen_Peer_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Fallen_Peer_sheet.png	unit_icon_move_Fallen_Peer_motion
40	FallenPrince	Fallen_Prince	graphics/unit_icon/move/unit_icon_move_Fallen_Prince_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Fallen_Prince_sheet.png	unit_icon_move_Fallen_Prince_motion
41	Fighter	Fighter	graphics/unit_icon/move/unit_icon_move_Fighter_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Fighter_sheet.png	unit_icon_move_Fighter_motion
42	Fleet	Fleet	graphics/unit_icon/move/unit_icon_move_Fleet_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Fleet_sheet.png	unit_icon_move_Fleet_motion
43	Gargoyle	Gargoyle	graphics/unit_icon/move/unit_icon_move_Gargoyle_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Gargoyle_sheet.png	unit_icon_move_Gargoyle_motion
44	General	General	graphics/unit_icon/move/unit_icon_move_General_sheet.png	graphics/unit_icon/wait/unit_icon_wait_General_sheet.png	unit_icon_move_General_motion
45	Gorgon	Gorgon	graphics/unit_icon/move/unit_icon_move_Gorgon_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Gorgon_sheet.png	unit_icon_move_Gorgon_motion
46	Gorgonegg	Gorgonegg	graphics/unit_icon/move/unit_icon_move_Gorgonegg_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Gorgonegg_sheet.png	unit_icon_move_Gorgonegg_motion
47	Gorgonegg2	Gorgonegg2	graphics/unit_icon/move/unit_icon_move_Gorgonegg2_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Gorgonegg2_sheet.png	unit_icon_move_Gorgonegg2_motion
48	GreatKnight	Great_Knight	graphics/unit_icon/move/unit_icon_move_Great_Knight_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Great_Knight_sheet.png	unit_icon_move_Great_Knight_motion
49	Gwyllgi	Gwyllgi	graphics/unit_icon/move/unit_icon_move_Gwyllgi_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Gwyllgi_sheet.png	unit_icon_move_Gwyllgi_motion
50	Hero	Hero	graphics/unit_icon/move/unit_icon_move_Hero_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Hero_sheet.png	unit_icon_move_Hero_motion
51	HeroF	Hero_F	graphics/unit_icon/move/unit_icon_move_Hero_F_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Hero_F_sheet.png	unit_icon_move_Hero_F_motion
52	JourneymanT2	Journeyman_T2	graphics/unit_icon/move/unit_icon_move_Journeyman_T2_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Journeyman_T2_sheet.png	unit_icon_move_Journeyman_T2_motion
53	Maelduin	Maelduin	graphics/unit_icon/move/unit_icon_move_Maelduin_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Maelduin_sheet.png	unit_icon_move_Maelduin_motion
54	Mage	Mage	graphics/unit_icon/move/unit_icon_move_Mage_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Mage_sheet.png	unit_icon_move_Mage_motion
55	MageF	Mage_F	graphics/unit_icon/move/unit_icon_move_Mage_F_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Mage_F_sheet.png	unit_icon_move_Mage_F_motion
56	MageKnight	Mage_Knight	graphics/unit_icon/move/unit_icon_move_Mage_Knight_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Mage_Knight_sheet.png	unit_icon_move_Mage_Knight_motion
57	MageKnightF	Mage_Knight_F	graphics/unit_icon/move/unit_icon_move_Mage_Knight_F_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Mage_Knight_F_sheet.png	unit_icon_move_Mage_Knight_F_motion
58	Manakete	Manakete	graphics/unit_icon/move/unit_icon_move_Manakete_sheet.png		unit_icon_move_Manakete_motion
59	Manakete2	Manakete_2	graphics/unit_icon/move/unit_icon_move_Manakete_2_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Manakete_2_sheet.png	unit_icon_move_Manakete_2_motion
60	ManaketeMyrrh	Manakete_Myrrh	graphics/unit_icon/move/unit_icon_move_Manakete_Myrrh_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Manakete_Myrrh_sheet.png	unit_icon_move_Manakete_Myrrh_motion
61	Mauthedoog	Mauthedoog	graphics/unit_icon/move/unit_icon_move_Mauthedoog_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Mauthedoog_sheet.png	unit_icon_move_Mauthedoog_motion
62	Mercenary	Mercenary	graphics/unit_icon/move/unit_icon_move_Mercenary_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Mercenary_sheet.png	unit_icon_move_Mercenary_motion
63	MercenaryF	Mercenary_F	graphics/unit_icon/move/unit_icon_move_Mercenary_F_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Mercenary_F_sheet.png	unit_icon_move_Mercenary_F_motion
64	Mogall	Mogall	graphics/unit_icon/move/unit_icon_move_Mogall_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Mogall_sheet.png	unit_icon_move_Mogall_motion
65	Monk	Monk	graphics/unit_icon/move/unit_icon_move_Monk_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Monk_sheet.png	unit_icon_move_Monk_motion
66	Myrmidon	Myrmidon	graphics/unit_icon/move/unit_icon_move_Myrmidon_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Myrmidon_sheet.png	unit_icon_move_Myrmidon_motion
67	MyrmidonF	Myrmidon_F	graphics/unit_icon/move/unit_icon_move_Myrmidon_F_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Myrmidon_F_sheet.png	unit_icon_move_Myrmidon_F_motion
68	Necromancer	Necromancer	graphics/unit_icon/move/unit_icon_move_Necromancer_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Necromancer_sheet.png	unit_icon_move_Necromancer_motion
69	Paladin	Paladin	graphics/unit_icon/move/unit_icon_move_Paladin_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Paladin_sheet.png	unit_icon_move_Paladin_motion
70	Peer	Peer	graphics/unit_icon/move/unit_icon_move_Peer_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Peer_sheet.png	unit_icon_move_Peer_motion
71	PegasusKnight	Pegasus_Knight	graphics/unit_icon/move/unit_icon_move_Pegasus_Knight_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Pegasus_Knight_sheet.png	unit_icon_move_Pegasus_Knight_motion
72	Phantom	Phantom	graphics/unit_icon/move/unit_icon_move_Phantom_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Phantom_sheet.png	unit_icon_move_Phantom_motion
73	Pirate	Pirate	graphics/unit_icon/move/unit_icon_move_Pirate_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Pirate_sheet.png	unit_icon_move_Pirate_motion
74	Pontifex	Pontifex	graphics/unit_icon/move/unit_icon_move_Pontifex_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Pontifex_sheet.png	unit_icon_move_Pontifex_motion
75	Priest	Priest	graphics/unit_icon/move/unit_icon_move_Priest_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Priest_sheet.png	unit_icon_move_Priest_motion
76	Prince	Prince	graphics/unit_icon/move/unit_icon_move_Prince_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Prince_sheet.png	unit_icon_move_Prince_motion
77	PupilT2	Pupil_T2	graphics/unit_icon/move/unit_icon_move_Pupil_T2_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Pupil_T2_sheet.png	unit_icon_move_Pupil_T2_motion
78	Queen	Queen	graphics/unit_icon/move/unit_icon_move_Queen_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Queen_sheet.png	unit_icon_move_Queen_motion
79	Queen2	Queen_2	graphics/unit_icon/move/unit_icon_move_Queen_2_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Queen_2_sheet.png	unit_icon_move_Queen_2_motion
80	Ranger	Ranger	graphics/unit_icon/move/unit_icon_move_Ranger_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Ranger_sheet.png	unit_icon_move_Ranger_motion
81	RecruitT1	Recruit_T1	graphics/unit_icon/move/unit_icon_move_Recruit_T1_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Recruit_T1_sheet.png	unit_icon_move_Recruit_T1_motion
82	Revenant	Revenant	graphics/unit_icon/move/unit_icon_move_Revenant_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Revenant_sheet.png	unit_icon_move_Revenant_motion
83	Rogue	Rogue	graphics/unit_icon/move/unit_icon_move_Rogue_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Rogue_sheet.png	unit_icon_move_Rogue_motion
84	Sage	Sage	graphics/unit_icon/move/unit_icon_move_Sage_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Sage_sheet.png	unit_icon_move_Sage_motion
85	SageF	Sage_F	graphics/unit_icon/move/unit_icon_move_Sage_F_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Sage_F_sheet.png	unit_icon_move_Sage_F_motion
86	Shaman	Shaman	graphics/unit_icon/move/unit_icon_move_Shaman_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Shaman_sheet.png	unit_icon_move_Shaman_motion
87	Sniper	Sniper	graphics/unit_icon/move/unit_icon_move_Sniper_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Sniper_sheet.png	unit_icon_move_Sniper_motion
88	SniperF	Sniper_F	graphics/unit_icon/move/unit_icon_move_Sniper_F_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Sniper_F_sheet.png	unit_icon_move_Sniper_F_motion
89	Soldier	Soldier	graphics/unit_icon/move/unit_icon_move_Soldier_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Soldier_sheet.png	unit_icon_move_Soldier_motion
90	Summoner	Summoner	graphics/unit_icon/move/unit_icon_move_Summoner_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Summoner_sheet.png	unit_icon_move_Summoner_motion
91	Swordmaster	Swordmaster	graphics/unit_icon/move/unit_icon_move_Swordmaster_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Swordmaster_sheet.png	unit_icon_move_Swordmaster_motion
92	SwordmasterF	Swordmaster_F	graphics/unit_icon/move/unit_icon_move_Swordmaster_F_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Swordmaster_F_sheet.png	unit_icon_move_Swordmaster_F_motion
93	Tarvos	Tarvos	graphics/unit_icon/move/unit_icon_move_Tarvos_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Tarvos_sheet.png	unit_icon_move_Tarvos_motion
94	Tent	Tent	graphics/unit_icon/move/unit_icon_move_Tent_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Tent_sheet.png	unit_icon_move_Tent_motion
95	Thief	Thief	graphics/unit_icon/move/unit_icon_move_Thief_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Thief_sheet.png	unit_icon_move_Thief_motion
96	Troubadour	Troubadour	graphics/unit_icon/move/unit_icon_move_Troubadour_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Troubadour_sheet.png	unit_icon_move_Troubadour_motion
97	Unk77	Unk77	graphics/unit_icon/move/unit_icon_move_Unk77_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Unk77_sheet.png	unit_icon_move_Unk77_motion
98	Valkyrie	Valkyrie	graphics/unit_icon/move/unit_icon_move_Valkyrie_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Valkyrie_sheet.png	unit_icon_move_Valkyrie_motion
99	Warrior	Warrior	graphics/unit_icon/move/unit_icon_move_Warrior_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Warrior_sheet.png	unit_icon_move_Warrior_motion
100	Wight	Wight	graphics/unit_icon/move/unit_icon_move_Wight_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Wight_sheet.png	unit_icon_move_Wight_motion
101	WightBow	Wight_Bow	graphics/unit_icon/move/unit_icon_move_Wight_Bow_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Wight_Bow_sheet.png	unit_icon_move_Wight_Bow_motion
102	WyvernKnight	Wyvern_Knight	graphics/unit_icon/move/unit_icon_move_Wyvern_Knight_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Wyvern_Knight_sheet.png	unit_icon_move_Wyvern_Knight_motion
103	WyvernKnightF	Wyvern_Knight_F	graphics/unit_icon/move/unit_icon_move_Wyvern_Knight_F_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Wyvern_Knight_F_sheet.png	unit_icon_move_Wyvern_Knight_F_motion
104	WyvernLord	Wyvern_Lord	graphics/unit_icon/move/unit_icon_move_Wyvern_Lord_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Wyvern_Lord_sheet.png	unit_icon_move_Wyvern_Lord_motion
105	WyvernLordF	Wyvern_Lord_F	graphics/unit_icon/move/unit_icon_move_Wyvern_Lord_F_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Wyvern_Lord_F_sheet.png	unit_icon_move_Wyvern_Lord_F_motion
106	WyvernRider	Wyvern_Rider	graphics/unit_icon/move/unit_icon_move_Wyvern_Rider_sheet.png	graphics/unit_icon/wait/unit_icon_wait_Wyvern_Rider_sheet.png	unit_icon_move_Wyvern_Rider_motion
